leaderID,forceful,enabling,strategic,operational,vitality,productivity,effect
2639,0.112200626,0.089284406,0.076476753,0.06537838,1.006650832,0.96446188,0.583209511
2641,0.306125614,0.647772976,0.585543166,0.077017351,-0.119362542,0.087703552,0.393700394
2645,0.659471016,0.433680498,0.880508686,0.439359352,0.037524093,-0.713798447,2.897556442
2647,0.323720085,0.318760368,0.272302918,0.063980089,-1.126351226,-0.109986874,0.433012702
2657,0.216375758,0.158527443,0.120959424,0.034807938,1.006650832,0.96446188,0.480884602
2659,0.200191221,0.373206616,0.222689278,0.174634009,0.159270895,0.225061546,0.721687836
2660,0.620967437,0.350203212,0.193987776,0.332472196,0.144291008,0.109542976,0.98820424
2662,0.499453612,0.179629424,0.474502139,0.093176051,0.144291008,0.109542976,0.577350269
2666,0.056593425,0.361896303,0.143584628,0.041216926,-0.091348345,0.090024074,0.872018731
2667,0.213294967,0.240422325,0.431577875,0.064226778,-0.091348345,0.090024074,1.264911064
2668,0.843300459,0.493919111,0.361774367,0.147482509,-0.106328232,-0.025494496,1.350925609
2678,0.460119989,0.17002129,0.331429526,0.169012939,0.751966552,0.798076535,1.657096627
2681,0.438002066,0.359722841,0.162271891,0.097047097,0.041589133,-0.682450574,0.447213595
2682,0.680015319,0.446821933,0.765944001,0.279509985,0.507357929,0.923103553,1.980935926
2683,0.606777273,0.107674151,0.538666059,0.167006792,0.144291008,0.109542976,2.162174831
2686,0.154053166,0.078003211,0.119200141,0.05862821,0.05656902,-0.566932005,0.458062691
2687,0.227869072,0.16485321,0.418579203,0.120763814,0.404656054,0.131110002,0.774596669
2688,0.241036529,0.056413255,0.149259781,0.121809774,1.006650832,0.96446188,0.623211727
2692,0.404777012,0.405857088,0.285614047,0.197007429,-0.820770691,-1.537369478,1.169045194
2693,0.090661272,0.284746625,0.064361798,0.233532081,0.125246082,-0.037323466,1.429597846
2694,0.89368666,1.373513203,0.653457377,0.439394284,-0.890711873,-0.090467972,0.783900504
2695,0.093623268,0.141878129,0.169521337,0.061090018,-0.615366941,0.046617623,0.125
2699,0.403058306,0.067592555,0.495841272,0.07838044,0.329968375,-0.658563026,0.5204165
2702,0.574742599,0.160565949,0.257068165,0.130293785,-0.423678957,-0.461423889,1.083974169
2706,0.140665823,0.150595738,0.055975327,0.019911739,1.006650832,0.96446188,1.831665908
2707,0.68047789,0.239844929,0.220798862,0.243139623,0.537593532,-0.641364646,0.790281883
2710,0.441000087,0.297008691,0.350194405,0.103176814,0.668309604,0.152949427,1.140175425
2713,0.114394686,0.106329873,0.087664965,0.104325075,-0.615366941,0.046617623,0.548265664
2716,0.084460732,0.281938669,0.398859307,0.056548013,0.404656054,0.131110002,0.939159959
2717,NA,NA,NA,NA,0.084583216,-0.564611482,0.651920241
2718,0.124942151,0.097947018,0.075060693,0.013038953,0.075613946,-0.420065562,1.303840481
2722,NA,NA,NA,NA,-1.210008175,-0.755113982,1.181453907
2731,0.557753088,0.668936605,0.319833917,0.12567064,0.379930362,0.129061879,0.41052014
2732,0.224061471,0.147517871,0.199675149,0.115491802,0.47662162,0.66099094,0.510310363
2733,0.175666968,0.151881183,0.239171636,0.11715209,-0.222064417,-0.704289999,0.364691651
2735,0.471989081,0.137134109,0.256574625,0.080885143,-0.355778431,0.037109175,0.25
2740,0.480923155,0.168977127,0.307373738,0.196381886,-0.615366941,0.046617623,0.816496581
2741,0.545756605,0.240659288,0.446057573,0.113970558,-0.615366941,0.046617623,1.060660172
2742,0.481064824,0.134190708,0.490840862,0.094113129,-0.693343124,-0.743327804,0.478713554
2746,0.643519025,0.733913798,0.007770567,0.101228799,-0.488440079,-0.985921514,2.273488509
2751,NA,NA,NA,NA,NA,NA,1.040833
2752,0.334400376,0.575886986,0.262665768,0.080897006,0.723952356,0.795756012,0.970395109
2757,0.245808497,0.055836636,0.12818716,0.113507111,0.407944558,0.131382401,1.13210718
2758,0.375300168,0.093483644,0.22105016,0.188690709,0.37063124,-0.13127501,1.39563435
2761,0.558065265,0.488103423,0.843132731,0.183840028,-0.966742479,-0.651696783,1.66418148
2762,0.544497179,0.126464201,0.230822731,0.188460038,0.144291008,0.109542976,0.624404478
2765,0.068480724,0.00856302,0.008552397,0.034392308,0.987605906,0.817595437,0.763762616
2767,0.305649609,0.366266518,0.311895214,0.129444718,0.022544206,-0.829317017,0.62915287
2772,0.477258944,0.154658723,0.230507829,0.102566662,-0.110393272,-0.056842369,0.40824829
2774,NA,NA,NA,NA,-0.590641249,0.048665746,1.635542723
2778,0.133152392,0.133690314,0.150720507,0.058969588,0.144291008,0.109542976,0.62915287
2793,0.554239167,0.143855996,0.153246995,0.229616134,1.006650832,0.96446188,0.525372883
2795,0.418135822,0.192161132,0.270986635,0.057516186,0.520392239,0.809905505,1.847238931
2798,0.822039427,0.327318145,0.687267247,0.264675232,-0.746083013,-0.747696449,0.288675135
2799,0.620025812,0.101094425,0.615095843,0.068276484,0.144291008,0.109542976,0.80056798
2801,0.241585189,0.181505314,0.14530126,0.122983768,0.022544206,-0.829317017,0.667974907
2802,0.26984804,0.245150183,0.47267991,0.098535348,0.492378042,0.807584983,0.5
2807,0.418227139,0.438701406,0.134020606,0.088886577,0.400591014,0.099762129,0.577350269
2812,0.367736922,0.189242296,0.183144617,0.120870724,-0.534998497,0.691472332,1.732050808
2817,0.009934815,0.168965004,0.088052673,0.087339536,0.756031592,0.829424408,0.288675135
2818,0.37738076,0.355764333,0.144358978,0.125981762,0.403879518,0.100034528,0.664580068
2819,0.156846539,0.097245259,0.076838378,0.069600351,-0.875731986,0.025050598,0.596417878
2824,0.211662231,0.200965806,0.145653441,0.089698111,0.129311121,-0.005975593,0.447213595
2826,0.25530684,0.184507011,0.278752434,0.161838976,-0.472683657,-0.839327471,0.942072184
2827,0.542856814,0.603591975,0.22866917,0.07428725,-0.091348345,0.090024074,1.598920767
2829,0.255827813,0.18064102,0.300949529,0.05116763,-0.851006294,0.027098721,2.081665999
2830,0.235022995,0.136060338,0.401441404,0.052709111,-0.718068816,-0.745375927,1.428869017
2831,0.201792059,0.065385167,0.180525672,0.189104481,0.649264677,0.006082984,0.886239245
2832,0.58090967,0.106435235,0.359120786,0.148481613,0.144291008,0.109542976,0.65748891
2833,1.343159492,1.262317401,0.767109163,0.38348003,-0.389026709,-0.194200363,3.030656852
2835,0.159855588,0.197412145,0.214515622,0.06263473,0.903948957,0.17246833,0.160727513
2837,0.60723854,0.55600753,0.152070811,0.028217145,-0.718068816,-0.745375927,1.567109866
2838,0.292552288,0.22765202,0.060972277,0.304450744,-0.335956969,0.215051092,0.719722169
2842,NA,NA,NA,NA,-0.311050525,0.595745064,1.040833
2844,0.272273559,0.104750594,0.234236374,0.096606327,0.404656054,0.131110002,1.04363148
2846,0.221276778,0.157894857,0.299632644,0.048901236,-0.615366941,0.046617623,0.767571929
2850,0.29520266,0.246088281,0.260186633,0.145294547,-1.744102427,-1.089932796,0.975900073
2860,0.307773071,0.240693244,0.16221706,0.168768202,0.640295407,0.150628905,1.202900535
2861,0.45600661,0.14667828,0.472791143,0.142775224,-0.718068816,-0.745375927,1.893209199
2863,0.296823268,0.334634925,0.252101693,0.105818451,0.492378042,0.807584983,0.288675135
2865,0.228916773,0.21673819,0.091263772,0.069560794,0.306019218,-0.629535675,0.62749502
2867,0.270717454,0.435508983,0.411182312,0.113133719,0.154036813,-0.00392747,0.748013242
2870,1.308042334,0.901360143,0.274661903,0.171926103,-0.414709687,-0.60596981,1.702938637
2875,0.674064671,0.70660774,0.168754127,0.084061213,0.68328949,0.268467996,1.886196728
2876,0.117926709,0.46657588,0.150454266,0.382927232,-0.100317615,0.234569994,0.810259218
2878,0.11309786,0.094222261,0.028714258,0.155918057,0.668309604,0.152949427,0.458711965
2880,0.116309225,0.258860971,0.289938401,0.055740077,-0.091348345,0.090024074,0.5
2885,0.222742335,0.151243232,0.135147256,0.109959165,0.624538985,0.004034861,1.154700538
2888,0.419974069,0.13966828,0.327221148,0.169594087,0.510646434,0.923375952,0.61699418
2890,0.369905592,0.180080675,0.279007313,0.140547542,0.473333115,0.66071854,1.08012345
2891,0.07937035,0.165986612,0.182094165,0.084189842,0.041589133,-0.682450574,0.98802352
2893,0.298510693,0.156647345,0.296660644,0.20347904,0.379930362,0.129061879,1.040833
2896,0.069833526,0.048512586,0.026209535,0.048476336,0.159270895,0.225061546,0.42531361
2900,0.353853471,0.370392505,0.398236224,0.194521093,0.144291008,0.109542976,0.793725393
2903,0.62626275,0.216740772,0.214435098,0.226513376,-0.398772514,-0.080729917,0.642910051
2904,0.363904872,0.318457465,0.44380406,0.142348894,0.125246082,-0.037323466,1.703917056
2906,0.177750565,0.443150564,0.234488013,0.054371619,-0.370758317,-0.078409394,0.763762616
2907,0.388759842,0.268740782,0.097295494,0.187877249,-0.076368458,0.205542643,0.856154192
2910,0.392083074,0.055268586,0.058743397,0.281766982,-0.19405022,-0.701969477,0.645497224
2911,0.612479759,0.394251678,0.402832857,0.252889502,-1.126351226,-0.109986874,0.522812905
2912,0.364927809,0.108987196,0.267663041,0.098185641,-0.166036024,-0.699648954,1.852644506
2914,0.12515253,0.456839959,0.287651786,0.187441183,0.159270895,0.225061546,1.402378931
2916,0.227096462,0.376667416,0.564741159,0.238968596,-0.953708169,-0.76489483,1.183215957
2917,0.346073865,0.24594874,0.348013498,0.067870408,0.05656902,-0.566932005,0.418330013
2919,0.178749837,0.133706963,0.30235174,0.057347544,0.144291008,0.109542976,0.699968112
2921,0.127052844,0.132250158,0.057826236,0.034178605,0.488313002,0.77623711,0
2925,0.297349626,0.274139186,0.040189883,0.049258259,0.771011479,0.944942977,0.288675135
2930,0.243816932,0.428371945,0.605549453,0.170653145,0.987605906,0.817595437,1.643167673
2933,0.075277137,0.033758715,0.135333692,0.102909575,0.125246082,-0.037323466,0.404145188
2936,0.61367604,0.382273852,0.252410099,0.259069331,-0.19405022,-0.701969477,0.707106781
2938,0.1794142,0.159893037,0.071261046,0.034126858,0.21296807,0.639151515,0.379143772
2940,0.106319738,0.259523855,0.082679054,0.170943318,-0.355001895,0.068184649,0.62915287
2943,0.10463795,0.084680161,0.075028412,0.210434102,-0.703088929,-0.629857358,1.083974169
2944,0.207872438,0.291408413,0.31112192,0.122547961,-0.106328232,-0.025494496,1.035098339
2946,0.466002307,0.59698191,1.009204679,0.39905378,-0.066622653,0.092072197,1.892969449
2949,0.326479043,0.233176147,0.171772515,0.156909904,0.144291008,0.109542976,0.948683298
2950,0.134758407,0.136558993,0.197818621,0.108418585,0.227947957,0.754670084,1
2953,0.5544898,0.391747935,0.17701408,0.170787526,-1.561383713,-1.453428388,2.309401077
2956,0.189794023,0.229783503,0.075108786,0.261103809,0.144291008,0.109542976,0.62915287
2958,0.527047305,0.190709742,0.184543557,0.152637333,-0.110393272,-0.056842369,0.853912564
2959,0.403275538,0.216220023,0.114964707,0.069014862,-0.355001895,0.068184649,0.629826129
2967,0.579120137,0.865270376,0.342366598,0.218221102,-0.119362542,0.087703552,1.144734321
2972,0.648420845,0.517953874,0.144585197,0.157867886,-1.272323014,0.775685821,0.804155872
2976,0.36061572,0.277422186,0.001623615,0.035860493,-0.355001895,0.068184649,1
2978,0.001835358,0.000831072,0.000264557,0.003442599,0.144291008,0.109542976,0.37859389
2979,0.623370873,0.169180161,0.546329576,0.325555095,-0.271344947,0.713311757,0.661437828
2986,0.460169746,0.322803531,0.232690907,0.079815394,-0.615366941,0.046617623,0.549992573
2987,0.839804622,0.930416949,0.746969621,0.350539717,0.668309604,0.152949427,1.953328051
2989,0.474999305,0.56213771,0.143327566,0.086929814,0.144291008,0.109542976,0.5
2992,0.385471888,0.261786445,0.104320178,0.057518037,-0.091348345,0.090024074,0.5
2996,0.781619061,0.634979102,0.244574533,0.229200991,-0.05068548,0.61731209,1.630809943
2999,0.533251061,0.15505011,0.222264987,0.127123294,0.723952356,0.795756012,1.290994449
3002,0.395956494,0.39669866,0.359002258,0.081155154,0.728017396,0.827103886,0.92736185
3003,1.03003234,0.674484611,0.259413509,0.197704041,-0.091348345,0.090024074,1.379412113
3004,0.51385364,0.185355907,0.11756715,0.286390109,0.144291008,0.109542976,0.821583836
3009,0.425735538,0.307006069,0.453874661,0.121927569,0.026609246,-0.797969143,0.817377551
3010,0.789544866,0.625805938,0.783425704,0.636202379,0.144291008,0.109542976,0.816496581
3021,0.436309573,0.153954992,0.186953346,0.145273363,-0.119362542,0.087703552,1.08012345
3026,0.537421264,0.439075513,0.650102952,0.14311468,-0.19405022,-0.701969477,1.290994449
3028,0.262116926,0.087261164,0.080232949,0.079257681,0.404656054,0.131110002,0.702993599
3030,0.437666299,0.332908376,0.177544984,0.100658597,0.385611127,-0.015756441,0.763762616
3032,0.264977727,0.092079239,0.334701779,0.083001428,0.144291008,0.109542976,0.559016994
3035,0.134572268,0.119940916,0.09306676,0.018798364,0.232012997,0.786017958,1.190238071
3036,0.048456055,0.067217483,0.104943796,0.062191344,0.404656054,0.131110002,0.763762616
3037,0.627661019,0.232679048,1.143121655,0.091042887,0.125246082,-0.037323466,0.746519703
3040,0.45470173,0.292099281,0.134907515,0.178326402,0.668309604,0.152949427,0.40824829
3041,0.473122741,0.428645768,0.434787849,0.203965812,0.041589133,-0.682450574,0.559016994
3043,0.835860144,0.512094033,0.050569226,0.268388357,-0.457703771,-0.723808902,1.31497782
3046,0.094947699,0.099056514,0.027413899,0.035171401,0.125246082,-0.037323466,0.821583836
3047,0.494393096,0.20684569,0.281871295,0.12557675,0.144291008,0.109542976,1.036822068
3048,0.452063742,0.543348383,0.458356216,0.094180408,-0.222064417,-0.704289999,0.478156181
3049,NA,NA,NA,NA,NA,NA,1.08012345
3054,0,0,0,0,0.227947957,0.754670084,0.577350269
3055,0.760232549,0.401788115,0.349173408,0.168254698,-0.615366941,0.046617623,1.319722193
3058,0.303572722,0.306698722,0.181119485,0.068391802,-0.091348345,0.090024074,0.965425012
3065,0.17741048,0.381037863,0.265994627,0.081830813,0.232012997,0.786017958,0.220479276
3071,0.177705764,0.13533541,0.333355423,0.04013185,-0.703088929,-0.629857358,0.830461719
3079,0.631620237,0.404533455,0.245872928,0.103666787,-0.218775912,-0.7040176,0.635609943
3089,NA,NA,NA,NA,-0.807054924,0.554659136,0.721687836
3090,0.143551254,0.391305075,0.506277177,0.154784875,0.144291008,0.109542976,0.815329323
3092,0.191388052,0.071644849,0.055672345,0.033952336,-0.690054619,-0.743055405,0.75
3100,0.250214631,0.288752769,0.316653434,0.082441069,-0.442723884,-0.608290332,0.447213595
3102,0.080181687,0.060359163,0.136074011,0.080801297,-0.091348345,0.090024074,1.663687814
3105,NA,NA,NA,NA,0.903948957,0.17246833,0.25
3107,0.005497198,0.121455036,0.055886891,0.022935615,NA,NA,0.866025404
3110,0.223624387,0.132087664,0.083746722,0.054121832,0.21296807,0.639151515,0.458711965
3115,0.168949413,0.080584402,0.134786251,0.02599581,0.144291008,0.109542976,0.5
3118,0.988192447,0.467871651,0.147863036,0.303076408,-0.131053924,-0.027542618,0.687749955
3121,0.965977307,0.82991738,0.319676197,0.319521157,-0.09463685,0.089751675,1.183480038
3123,0.131810689,0.036627986,0.123190331,0.004176234,-0.091348345,0.090024074,2.081665999
3124,0.215608087,0.173334552,0.015939508,0.025088027,-0.20708453,-0.58877143,0.49159604
3125,0.839084088,0.531554005,0.537464044,0.217508637,-0.708323011,-0.858846374,1.755151149
3134,0.392618902,0.041473515,0.428213169,0.0418186,-0.718068816,-0.745375927,1.322875656
3139,0.264332016,0.072409612,0.148887495,0.099652654,0.144291008,0.109542976,0.62915287
3140,0.221505408,0.29549857,0.074821414,0.022717665,-0.19405022,-0.701969477,0.577350269
3141,0.656892217,0.423084722,0.196502083,0.201178238,-0.488440079,-0.985921514,1.593072123
3154,0.800908526,0.342493466,0.263021911,0.233939931,0.491601507,0.776509509,0.540061725
3156,0.040595927,0.010742384,0.007707926,0.00692027,0.991670946,0.848943311,3.883726733
3159,0.361759987,0.146139138,0.242849546,0.00854928,0.68735453,0.29981587,0.928708781
3162,0.092660534,0.093389654,0.070758421,0.010196275,0.987605906,0.817595437,0.40824829
3163,0.545273321,0.221718135,0.55068833,0.192265801,0.404656054,0.131110002,0.860232527
3164,0.315421548,0.070241242,0.450852379,0.217655885,1.006650832,0.96446188,0.698963518
3165,0.415295671,0.195652555,0.342525269,0.235737314,0.426989485,0.278248844,0.793987825
3171,0.537317658,0.117439019,0.279240276,0.127279508,0.46358731,0.774188987,1.083974169
3172,0.594208887,0.314158432,0.424918519,0.209445248,0.232012997,0.786017958,0.600925213
3174,0.345756244,0.440003268,0.301697055,0.190036441,-0.851006294,0.027098721,0.777281588
3177,0.849115436,0.044550304,0.497502448,0.181894261,0.026609246,-0.797969143,2.645751311
3178,0.399799904,0.211400558,0.388707588,0.212241841,-0.138407469,-0.059162891,0.952940312
3180,NA,NA,NA,NA,0.21296807,0.639151515,0.763762616
3190,0.368757689,0.249790064,0.142653751,0.108114712,-0.340022008,0.183703218,0.65123509
3192,0.532040769,0.044111588,0.171814829,0.124808752,-0.718068816,-0.745375927,2.56580072
3193,0.081396123,0.17279744,0.03724219,0.123184694,0.144291008,0.109542976,0.288675135
3200,0.187629113,0.362327595,0.482311352,0.113320503,-0.703088929,-0.629857358,1.899122604
3203,0.707449754,0.289774062,0.513592778,0.176424226,-0.997478788,-0.913809395,2.133072901
3204,0.445957048,0.31891167,0.171273236,0.161435666,0.473333115,0.66071854,0.747346496
3205,0.451102858,0.256038407,0.109494479,0.133432252,-0.144088234,0.085655429,0.527046277
3214,NA,NA,NA,NA,0.771011479,0.944942977,1.755942292
3215,0.106779654,0.12180212,0.128561813,0.057302256,0.379930362,0.129061879,0.929157324
3216,0.315966947,0.164242894,0.181395244,0.094239006,0.62125048,0.003762462,1.014889157
3219,NA,NA,NA,NA,0.379930362,0.129061879,0.752772653
3220,0.680129131,0.265187045,0.747440042,0.155932102,0.987605906,0.817595437,2.138924964
3224,0.056362145,0.06222692,0.085116565,0.069815312,0.144291008,0.109542976,0.577350269
3228,0.220888881,0.613574048,0.218177189,0.220075166,0.271718576,0.90358465,0.866025404
3230,1.065080906,0.042419724,0.826239904,0.418656727,0.125246082,-0.037323466,2.783882181
3232,0.23141374,0.04086057,0.372309832,0.096883004,0.404656054,0.131110002,1.26713259
3236,0.249647722,0.049260316,0.216955369,0.030827474,-1.084424241,-1.559208903,0.683130051
3238,0.315625746,0.166917932,0.160715501,0.058655999,0.426989485,0.278248844,0.651920241
3241,0.736261916,0.311321211,0.431725921,0.244112513,-1.565448753,-1.484776261,1.186170308
3245,0.140248493,0.219836751,0.180779769,0.159945539,-0.138407469,-0.059162891,1.139757702
3250,0.440551134,0.490217698,0.069211587,0.142697447,-0.718068816,-0.745375927,1.181453907
3254,0.337013071,0.127787149,0.114668012,0.185066284,-0.379727587,0.066136526,0.515388203
3260,0.132933598,0.325591563,0.368556782,0.184109696,0.21296807,0.639151515,1
3262,0.411758332,0.420474044,0.734646897,0.190599465,0.246992883,0.901536527,1.190238071
3263,0.173316165,0.345123922,0.36562695,0.099646578,-0.222064417,-0.704289999,0.778620575
3265,0.284686338,0.237534057,0.327794586,0.065377189,-0.119362542,0.087703552,1.7052859
3269,0.2469985,0.462677763,0.282933686,0.172820813,-1.148684658,-0.257125716,2.218921159
3270,NA,NA,NA,NA,-0.699023889,-0.598509484,2.645751311
3273,2.302580543,1.001499747,1.353121894,0.365262105,-1.217361719,-0.786734255,2.954516317
3274,0.183423987,0.104173368,0.270885192,0.179998565,-0.438658844,-0.576942459,0.758309523
3275,0.135439434,0.06080675,0.016460519,0.047702072,1.006650832,0.96446188,1
3279,0.527545149,0.263323474,0.328731306,0.116013736,-0.091348345,0.090024074,0.861200712
3281,0.471590446,0.304521027,0.393251218,0.074565228,-0.100317615,0.234569994,0.894427191
3288,0.400087797,0.345523586,0.710888207,0.134881374,-0.649391754,-0.215767389,2.079663434
3290,0.242634742,0.125367291,0.134229326,0.062612572,-0.454415266,-0.723536502,1.190238071
3292,0.175846898,0.017756929,0.205114818,0.091498456,0.125246082,-0.037323466,0.875
3293,0.46490096,0.426575986,0.136464786,0.075181648,-0.389026709,-0.194200363,2.588435821
3296,0.63320238,0.098176571,0.132804887,0.310586908,-0.699023889,-0.598509484,1.108677891
3297,0.599771312,0.551926116,0.589384867,0.086746362,0.163335935,0.256409419,0.864869932
3298,0.598184236,0.360363028,0.27150903,0.180079874,-0.634411867,-0.100248819,0.969044694
3299,0.405217432,0.219016816,0.256178922,0.040026598,-1.000767293,-0.914081795,0.95
3301,NA,NA,NA,NA,0.305242683,-0.660611149,1.233220716
3305,0.31761329,0.148066581,0.068001066,0.111914897,0.756031592,0.829424408,0.418330013
3308,0.170729757,0.083892303,0.165325326,0.065501903,0.903948957,0.17246833,0.607492896
3309,0.337326074,0.748511086,0.388706193,0.061902492,-0.091348345,0.090024074,0.854107722
3310,0.249279896,0.10163026,0.243205245,0.02902898,0.144291008,0.109542976,0.567450438
3315,1.298481173,1.247261227,0.744427391,0.488070595,-1.37502489,-0.01630773,1.290994449
3317,0.625543628,0.683270423,0.695543244,0.223875846,0.144291008,0.109542976,2.336664289
3320,0.299870688,0.197775716,0.197863533,0.097569448,-0.355001895,0.068184649,0.40824829
3325,0.350255263,0.09239541,0.224728213,0.159475924,-0.718068816,-0.745375927,1.109875583
3328,0.266092979,0.613794258,0.979736592,0.01255071,0.507357929,0.923103553,1.154700538
3333,0.394686647,0.34520166,0.350934627,0.186508722,-0.702312394,-0.598781884,1.108677891
3334,0.960106101,0.921104447,0.471254421,0.155998555,0.595567502,-0.408006985,1.917028951
3336,0.055760996,0.336922834,0.374576823,0.075203873,-0.119362542,0.087703552,0.341565026
3337,0.539701766,0.297179748,0.171372631,0.249059644,-0.442723884,-0.608290332,0.40824829
3338,0.509438049,0.457708587,0.051368616,0.057306379,0.041589133,-0.682450574,0.853912564
3343,0.163145279,0.180789454,0.122471043,0.2510737,-0.222064417,-0.704289999,1.040833
3344,0.164092704,0.020873183,0.15244022,0.103769073,-0.981722366,-0.767215352,1.244186481
3345,0.244360163,0.425339293,0.036903973,0.122128708,0.653329717,0.037430858,0.642910051
3346,0.078084332,0.180435189,0.059319094,0.220902846,-0.750148053,-0.779044323,1.098483804
3351,0.090049133,0.292356266,0.027859682,0.187948639,0.404656054,0.131110002,0.262995564
3352,NA,NA,NA,NA,-1.462746878,-0.692782711,1.527525232
3355,0.434379315,0.133493221,0.137722764,0.209569663,0.246992883,0.901536527,1.378404875
3357,0.440763763,0.262389043,0.138411686,0.185312865,0.246992883,0.901536527,0.845740964
3358,0.395387622,0.112789869,0.349741353,0.043427784,0.144291008,0.109542976,0.957753448
3360,0.522782651,0.379140982,0.208209757,0.137407152,0.507357929,0.923103553,0.965167146
3365,0.558705811,0.612441413,0.113077546,0.121034298,-0.369981782,-0.04733392,0.853912564
3368,0.342858426,0.689272035,0.587737502,0.157206592,0.492378042,0.807584983,1.387443693
3369,0.143795855,0.077756856,0.115179182,0.136914756,0.05656902,-0.566932005,1.03413947
3373,0.105022995,0.229084424,0.044662911,0.027060191,0.820292009,-0.472658778,0.908295106
3374,0.245391484,0.220986918,0.182687085,0.081534837,-0.531709992,0.691744731,1.125091107
3388,0.25050879,0.120749053,0.044693324,0.067471387,1.006650832,0.96446188,0.370809924
3390,0.115411993,0.245526025,0.084031396,0.048401865,0.537593532,-0.641364646,0.478713554
3393,0.624729766,0.835795248,0.121817855,0.235505316,0.227947957,0.754670084,1.796988221
3400,1.118256802,0.753494322,0.291941342,0.20209124,0.21296807,0.639151515,1.753567792
3402,0.19468744,0.120794767,0.11297186,0.106594291,0.404656054,0.131110002,0.573434203
3404,0.049734308,0.087531074,0.181967242,0.100122207,0.148356048,0.14089085,0.288675135
3407,0.124694419,0.035482631,0.047777351,0.043737355,-0.213095147,-0.848835919,0.763762616
3409,0.245478582,0.391845107,0.190555208,0.025212074,-0.119362542,0.087703552,0.524404424
3413,0.217239798,0.26962402,0.263675762,0.119371812,-0.457703771,-0.723808902,1.625320481
3414,0.89222054,0.341203853,0.698418585,0.078873817,0.129311121,-0.005975593,0.402492236
3418,0.34058039,0.223085891,0.192828506,0.12170004,0.17308174,0.142938973,0.652376608
3420,0.147844086,0.059432551,0.1188925,0.052496142,0.903948957,0.17246833,0.5
3425,0.076671833,0.10768639,0.306555011,0.100569801,0.022544206,-0.829317017,0.492713575
3427,0.633017526,0.293671021,0.634844709,0.270069714,0.163335935,0.256409419,1.122682799
3428,0.27468747,0.41734518,0.303910303,0.199797954,-0.19405022,-0.701969477,1.658312395
3431,0.872597324,0.535227237,0.189522314,0.18527443,0.144291008,0.109542976,1.527525232
3438,0.205756777,0.292987448,0.439895001,0.097050002,0.473333115,0.66071854,0.607590871
3439,0.407409813,0.297440875,0.139353289,0.052027505,-0.718068816,-0.745375927,1.463443428
3440,0.186886849,0.223988221,0.021797399,0.096695547,0.21296807,0.639151515,1.190238071
3442,1.085086599,0.443917709,0.192091382,0.371397101,-0.007691397,0.735151182,2.046338193
3446,0.5568818,0.378772097,0.133720241,0.148458736,0.972626019,0.702076868,0.612663972
3448,0.150166165,0.103734911,0.013432201,0.164434267,NA,NA,1.261848606
3451,0.621916923,0.331737986,0.461707675,0.224053486,0.41963594,0.246628571,0.925030712
3455,0.712625219,0.308227033,0.164896099,0.196394197,0.129311121,-0.005975593,0.816496581
3457,0.230544328,0.226592336,0.34422244,0.094020942,-0.634411867,-0.100248819,2.465611703
3459,0.251980632,0.061832959,0.095166289,0.145476954,0.653329717,0.037430858,0.777281588
3461,0.263197255,0.161347711,0.231604063,0.096096812,0.668309604,0.152949427,0.459468292
3462,0.035752711,0.480565029,0.397344409,0.191791492,NA,NA,0.826009483
3463,0.18070741,0.473314932,0.309280578,0.201847448,NA,NA,1.464581852
3465,0.503302758,0.269202928,0.25901206,0.144232352,-0.091348345,0.090024074,0.946484724
3471,1.030255052,0.599740231,0.549863492,0.223339217,1.006650832,0.96446188,0.640637703
3477,0.425642098,0.205206021,0.169188874,0.197343646,-0.442723884,-0.608290332,0.690065559
3478,0.221231511,0.287055611,0.14164808,0.115986506,0.144291008,0.109542976,0.524404424
3479,0.301922272,0.455989376,0.525774712,0.146278539,0.305242683,-0.660611149,1.322875656
3483,0.346285973,0.265910336,0.922815649,0.226821472,-1.477726765,-0.80830128,0.288675135
3486,0.155041609,0.250773866,0.101424611,0.020143002,0.06063406,-0.535584131,1.108677891
3487,0.329351403,0.225725791,0.37954043,0.089375765,0.163335935,0.256409419,0.961046883
3489,0.994607878,1.190934271,0.783649954,0.189821248,-1.542338787,-1.306561945,1.626711553
3497,0.597916152,0.657285924,0.77079867,0.386979544,-0.119362542,0.087703552,2.186321111
3504,0.425469532,0.239942127,0.217341279,0.191047489,-1.390004776,-0.131826299,3.247768465
3508,0.158786231,0.164082322,0.03282309,0.106634814,0.144291008,0.109542976,0.570087713
3512,0.113553592,0.149488501,0.306374746,0.061980642,0.624538985,0.004034861,1.00519484
3514,0.050574494,0.028166476,0.020086406,0.015468311,-0.003626357,0.766499055,0.602079729
3516,0.498640143,0.183826182,0.283225615,0.15515876,0.144291008,0.109542976,0.758287544
3519,0.9648931,0.480311326,0.88942778,0.245065867,-1.065379315,-1.41234246,1.707825128
3523,0.299460822,0.130675492,0.277655685,0.104799059,0.41963594,0.246628571,0.478713554
3528,0.117349162,0.333093593,0.172314518,0.167212682,0.041589133,-0.682450574,0.577350269
3529,0.807553726,0.285672457,0.527271382,0.223854439,0.144291008,0.109542976,2.256158239
3530,0.834510711,0.548692745,1.246674027,0.357944467,-0.718068816,-0.745375927,2.081665999
3531,0.26085383,0.365813038,0.268937625,0.018784219,NA,NA,1.25
